 	 	project:	ALL	ALL	#ofBugs:	93016	#ofCommunityMembers:	75 - 4079						project:	adobe/brackets	2935735	#ofAssignments:	10462	#ofCommunityMembers:	864					project:	angular/angular.js	460078	#ofAssignments:	9658	#ofCommunityMembers:	2386					project:	elastic/elasticsearch	507775	#ofAssignments:	16184	#ofCommunityMembers:	1262					project:	fog/fog	203666	#ofAssignments:	1327	#ofCommunityMembers:	770					project:	html5rocks/www.html5rocks.com	5238231	#ofAssignments:	998	#ofCommunityMembers:	159					project:	julialang/julia	1644196	#ofAssignments:	12748	#ofCommunityMembers:	831					project:	khan/khan-exercises	1723225	#ofAssignments:	857	#ofCommunityMembers:	206					project:	lift/framework	1295197	#ofAssignments:	566	#ofCommunityMembers:	75					project:	rails/rails	8514	#ofAssignments:	11305	#ofCommunityMembers:	4079					project:	saltstack/salt	1390248	#ofAssignments:	15533	#ofCommunityMembers:	2283					project:	travis-ci/travis-ci	1420493	#ofAssignments:	6334	#ofCommunityMembers:	1159					project:	tryghost/ghost	9852918	#ofAssignments:	6142	#ofCommunityMembers:	473					project:	yui/yui3	85670	#ofAssignments:	902	#ofCommunityMembers:	175				
Experiment title	TIME	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	Any comments for the experiment	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10
Original cases (just using bug information):																																																																																																																																																												
84- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_150543	34.2Sec	0.60262	56.61906	45.39862	80.72845	89.87454	45.39862	35.90422	20.08903	75.30581	11.78713	87.50492	-	0.58748	54.81458	43.21353	80.22367	90.47027	43.21353	33.01998	20.32116	74.45629	12.09711	88.02555	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71145	69.91905	62.01959	82.59231	84.17483	62.01959	57.70535	18.04069	80.99096	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62728	58.79126	46.81979	85.68905	92.22615	46.81979	38.10365	20.60071	77.67962	11.81979	88.01531	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
85- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_150636	29.1Sec	0.6025	56.60869	45.38244	80.73654	89.87454	45.38244	35.88803	20.09065	75.31391	11.78713	87.50492	-	0.58739	54.80693	43.20398	80.23323	90.47027	43.20398	33.01042	20.32307	74.46584	12.09807	88.03033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71108	69.88012	61.94424	82.59231	84.17483	61.94424	57.62999	18.04069	80.99096	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62736	58.79739	46.81979	85.68905	92.22615	46.81979	38.10365	20.60071	77.67962	11.80212	87.92697	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
86- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_150723	27.3Sec	0.60265	56.62251	45.39862	80.74464	89.88264	45.39862	35.90557	20.09227	75.322	11.78875	87.51706	-	0.58757	54.82285	43.22309	80.23323	90.47027	43.22309	33.03113	20.32307	74.46584	12.09807	88.03033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71105	69.87613	61.94424	82.66767	84.17483	61.94424	57.62999	18.05576	81.06631	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6273	58.81408	46.81979	85.68905	92.40283	46.81979	38.10365	20.60071	77.67962	11.83746	88.19199	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
87- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_150808	27.4Sec	0.60257	56.61416	45.38244	80.74464	89.88264	45.38244	35.88938	20.09389	75.32875	11.78794	87.51302	-	0.58751	54.81637	43.21353	80.23323	90.47027	43.21353	33.02157	20.32499	74.47381	12.09807	88.03033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7112	69.8922	61.94424	82.66767	84.17483	61.94424	57.62999	18.05576	81.06631	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62617	58.7139	46.64311	85.68905	92.40283	46.64311	37.92697	20.60071	77.67962	11.81979	88.10365	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
88- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_150853	27.8Sec	0.60259	56.61656	45.39053	80.76892	89.87454	45.39053	35.89343	20.10198	75.35303	11.78713	87.50492	-	0.58754	54.81896	43.22309	80.25234	90.46071	43.22309	33.02635	20.33263	74.49293	12.09711	88.02077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7113	69.90269	61.94424	82.66767	84.17483	61.94424	57.62999	18.05576	81.06631	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62582	58.69391	46.64311	85.86572	92.40283	46.64311	37.92697	20.63604	77.8563	11.81979	88.10365	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
89- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_150937	26.5Sec	0.60253	56.60964	45.38244	80.76892	89.87454	45.38244	35.88534	20.09875	75.34493	11.78713	87.50492	-	0.58746	54.8091	43.21353	80.2619	90.46071	43.21353	33.01679	20.33072	74.49293	12.09711	88.02077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71128	69.90163	61.94424	82.59231	84.17483	61.94424	57.62999	18.04069	80.99096	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62616	58.72757	46.64311	85.86572	92.40283	46.64311	37.92697	20.63604	77.8563	11.81979	88.10365	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
90- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_151022	31.9Sec	0.60256	56.61382	45.39862	80.76892	89.88264	45.39862	35.90152	20.09875	75.34493	11.78956	87.52111	-	0.58747	54.81024	43.22309	80.2619	90.46071	43.22309	33.02635	20.33072	74.49293	12.09711	88.02077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71135	69.90909	61.94424	82.59231	84.25019	61.94424	57.62999	18.04069	80.99096	9.33685	83.25798	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62652	58.78023	46.81979	85.86572	92.40283	46.81979	38.10365	20.63604	77.8563	11.85512	88.28033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
91- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_151111	25.8Sec	0.60248	56.60998	45.38244	80.76892	89.88264	45.38244	35.89478	20.09875	75.34493	11.78956	87.52111	-	0.58743	54.80732	43.21353	80.2619	90.46071	43.21353	33.02157	20.33072	74.49293	12.09711	88.02077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71134	69.90734	61.94424	82.59231	84.25019	61.94424	57.62999	18.04069	80.99096	9.33685	83.25798	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6256	58.75455	46.64311	85.86572	92.40283	46.64311	38.04476	20.63604	77.8563	11.85512	88.28033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
92- (bTDmL - bTDmL+bC[0.4]+c[1.0]+p[0.7]+cC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170906_151154	26.3Sec	0.60248	56.6094	45.39053	80.76892	89.88264	45.39053	35.89883	20.09713	75.34089	11.78956	87.52111	-	0.58745	54.80784	43.22309	80.25234	90.46071	43.22309	33.02635	20.3269	74.47859	12.09711	88.02077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71134	69.90816	61.94424	82.66767	84.25019	61.94424	57.62999	18.05576	81.06631	9.33685	83.25798	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62499	58.7304	46.64311	85.86572	92.40283	46.64311	38.04476	20.63604	77.8563	11.85512	88.28033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cC coefficient = 0.4 and the best MAP with b+bC[0.4]+c[1.0]p[0.7]cC[0.4] is 56.62251																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
-------                 Now check the references to developers' names: ----------------																																																																																																																																																												
"First, determining the order of the 4 types of references:"																																																																																																																																																												
"1- Considering just references from ""bugs"":"																																																																																																																																																												
93- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0001 - 3tP) - 20170907_113320	40.7Sec	0.60573	56.92948	45.73047	81.0603	90.03642	45.73047	36.07419	20.20397	75.72535	11.81951	87.7329	-	0.59143	55.21042	43.65322	80.56777	90.64232	43.65322	33.27805	20.44733	74.90394	12.13344	88.27566	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70924	69.679	61.6428	82.9691	84.25019	61.6428	57.2532	18.11605	81.36775	9.33685	83.25798	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62731	58.81319	46.81979	85.68905	92.40283	46.81979	38.10365	20.60071	77.67962	11.83746	88.19199	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
"2- Considering just references from ""bug comments"":"																																																																																																																																																												
94- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0010 - 3tP) - 20170907_113610	37.3Sec	0.66817	63.48638	52.81263	85.77904	92.93403	52.81263	40.92162	22.13679	82.15014	12.33347	91.54836	-	0.66507	62.92255	52.47563	85.51902	93.46205	52.47563	39.50121	22.57121	81.79666	12.67157	92.1379	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70775	69.72205	57.64883	87.79201	88.99774	57.64883	53.15875	19.29164	86.63024	9.86436	88.26928	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.63279	59.28856	47.70318	85.86572	92.40283	47.70318	38.48645	20.77739	78.18021	11.87279	88.33922	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
"3- Considering just references from commits"":"																																																																																																																																																												
95- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0100 - 3tP) - 20170907_114144	32.8Sec	0.60276	56.62983	45.41481	80.74464	89.88264	45.41481	35.91232	20.09551	75.32875	11.78956	87.51976	-	0.58757	54.82336	43.22309	80.23323	90.47027	43.22309	33.03113	20.32307	74.46584	12.09807	88.03033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71105	69.87545	61.94424	82.66767	84.17483	61.94424	57.62999	18.05576	81.06631	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62962	58.96618	47.17314	85.68905	92.40283	47.17314	38.25088	20.67138	77.82686	11.85512	88.25088	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
"4- Considering just references from ""commit comments"":"																																																																																																																																																												
96- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1000 - 3tP) - 20170907_114954	37.9Sec	0.60265	56.62334	45.39862	80.74464	89.88264	45.39862	35.90557	20.09227	75.322	11.78956	87.52111	-	0.58756	54.8234	43.22309	80.23323	90.47027	43.22309	33.03113	20.32307	74.46584	12.09903	88.03511	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.71105	69.87611	61.94424	82.66767	84.17483	61.94424	57.62999	18.05576	81.06631	9.32931	83.18262	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62738	58.82216	46.81979	85.68905	92.40283	46.81979	38.10365	20.60071	77.67962	11.83746	88.19199	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
-------                 Now check the combination of the references to developers' names: ----------------																																																																																																																																																												
references from bug comments + bugs:																																																																																																																																																												
97- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0011 - 3tP) - 20170907_122830	37Sec	0.67047	63.73922	53.07163	86.01376	93.04735	53.07163	41.0916	22.21611	82.44692	12.3537	91.69945	-	0.66806	63.25436	52.83885	85.78666	93.59587	52.83885	39.76885	22.66297	82.13758	12.69547	92.31632	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70549	69.45808	57.19668	87.86737	88.99774	57.19668	52.63125	19.30671	86.7056	9.86436	88.26928	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.63283	59.2934	47.70318	85.86572	92.40283	47.70318	38.48645	20.77739	78.18021	11.87279	88.33922	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
references from bug comments + bugs + commits:																																																																																																																																																												
98- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0111 - 3tP) - 20170907_124948	35.2Sec	0.67046	63.73832	53.07163	86.01376	93.04735	53.07163	41.0916	22.21611	82.44692	12.3537	91.69945	-	0.66806	63.25406	52.83885	85.78666	93.59587	52.83885	39.76885	22.66297	82.13758	12.69547	92.31632	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70547	69.45675	57.19668	87.86737	88.99774	57.19668	52.63125	19.30671	86.7056	9.86436	88.26928	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.63272	59.28245	47.70318	85.86572	92.40283	47.70318	38.48645	20.77739	78.18021	11.87279	88.33922	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
references from bug comments + bugs + commits + commit comments:																																																																																																																																																												
99- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1111 - 3tP) - 20170907_125317	38.5Sec	0.67047	63.73919	53.07163	86.01376	93.04735	53.07163	41.0916	22.21611	82.44692	12.3537	91.69945	-	0.66806	63.25439	52.83885	85.78666	93.59587	52.83885	39.76885	22.66297	82.13758	12.69547	92.31632	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70547	69.45609	57.19668	87.86737	88.99774	57.19668	52.63125	19.30671	86.7056	9.86436	88.26928	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.63288	59.29688	47.70318	85.86572	92.40283	47.70318	38.48645	20.77739	78.18021	11.87279	88.33922	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
references from bug comments + bugs + commit comments (no commits):   --> This is the best config! Finalize it for main runs.																																																																																																																																																												
100- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 3tP) - 20170911_103835	33.6Sec	0.6705	63.74279	53.07972	86.01376	93.04735	53.07972	41.09969	22.21611	82.44692	12.3537	91.69945	-	0.66811	63.25869	52.8484	85.78666	93.59587	52.8484	39.7784	22.66297	82.13758	12.69547	92.31632	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70548	69.45788	57.19668	87.86737	88.99774	57.19668	52.63125	19.30671	86.7056	9.86436	88.26928	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.63281	59.29178	47.70318	85.86572	92.40283	47.70318	38.48645	20.77739	78.18021	11.87279	88.33922	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
-------                 Now the main run (13 projects) with the final obtained config (number 86 was obtained before. Number 100 extends that; so the final is number 100): ----------------																																																																																																																																																												
101- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 13mP) - 20170911_131217	402.5Sec	0.63261	60.92103	49.81509	81.11293	88.11817	49.81509	43.14559	18.72409	78.34075	10.37649	86.61897	-	0.66811	63.25875	52.8484	85.78666	93.59587	52.8484	39.7784	22.66297	82.13758	12.69547	92.31632	0.6279	60.91855	47.98095	83.05032	88.70367	47.98095	43.74698	18.17768	80.58863	9.9358	87.39646	0.64613	62.47689	52.32946	80.34478	88.94587	52.32946	48.20759	17.16387	77.66003	9.63544	87.00054	0.70547	69.45722	57.19668	87.86737	88.99774	57.19668	52.63125	19.30671	86.7056	9.86436	88.26928	0.77344	74.07989	66.63327	90.88176	95.19038	66.63327	56.54643	21.80361	87.60855	11.81363	94.10488	0.60596	58.70234	46.78381	78.36523	86.78224	46.78381	41.45683	17.62002	76.08644	9.89959	85.50688	0.69315	67.95426	56.82614	86.23104	89.96499	56.82614	51.28355	19.8133	85.39479	10.35006	89.45935	0.63292	59.30255	47.70318	85.86572	92.40283	47.70318	38.48645	20.77739	78.18021	11.87279	88.33922	0.57869	55.20508	44.67935	75.47988	83.0429	44.67935	38.96683	16.9341	72.15156	9.50641	80.82323	0.59629	56.93771	44.78208	79.52102	86.89242	44.78208	37.23503	18.78839	76.12062	10.55688	85.20698	0.66462	65.59882	56.20461	80.05999	82.88601	56.20461	53.8667	16.90559	79.19298	8.80328	82.29792	0.70955	68.35869	57.52198	89.40085	94.49691	57.52198	44.46136	23.48095	86.99555	12.64083	93.79627	0.63751	61.23105	50.88692	79.15743	86.8071	50.88692	45.12565	17.60532	76.03104	9.91131	85.02033
"-------                 The same config, but with just two projects (Rails/rails and angular/angular.js): -----------------"																																																																																																																																																												
102- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 3tP) - 20170911_153800	182.8Sec	0.60137	57.83818	46.20045	78.96771	85.65091	46.20045	41.16912	17.50704	76.03866	9.70424	83.85163	-	-	-	-	-	-	-	-	-	-	-	-	0.6279	60.91856	47.98095	83.05032	88.70367	47.98095	43.74698	18.17768	80.58863	9.9358	87.39646	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.57871	55.20657	44.67935	75.47988	83.0429	44.67935	38.96683	16.9341	72.15156	9.50641	80.82323	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
"-------                 The same config, but just for angular/angular.js: -----------------"																																																																																																																																																												
103- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 3tP) - 20170919_130855	46.3Sec	0.6279	60.91872	47.98095	83.05032	88.70367	47.98095	43.74698	18.17768	80.58863	9.9358	87.39646	-	0.6279	60.91872	47.98095	83.05032	88.70367	47.98095	43.74698	18.17768	80.58863	9.9358	87.39646	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
"=================================== Now, try multi-project experiment ================================================================================================================================================================================"																																																																																																																																																												
"First, check all the same coefficients for all the multiProject evidence:"																																																																																																																																																												
104- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+sP_bTD+sP_c[1.0]+sP_p[0.7]+sP_bC[0.4]+sP_cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 3tP) - 20170919_114226	229.9Sec	0.58209	55.85792	43.93455	77.6511	85.34561	43.93455	38.9871	17.18552	74.60876	9.6427	83.39924	-	0.58893	56.95367	43.22841	80.731	88.36198	43.22841	39.17995	17.61027	78.04756	9.85504	86.83475	0.57625	54.92181	44.53782	75.0199	82.76869	44.53782	38.82235	16.82264	71.67094	9.4613	80.46425																																																																																																																									
"Apparently, the same weights for the multProject test won't work. Let's try different weightings from scratch:"																																																																																																																																																												
Tuning with angular.angular.js:																																																																																																																																																												
"First, tune mp_bug:"																																																																																																																																																												
105- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bTDmL[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 3tP) - 20170919_174758	45.4Sec	0.62743	60.8556	47.94989	82.94678	88.69331	47.94989	43.71592	18.15076	80.46956	9.92441	87.33606	-	0.62743	60.8556	47.94989	82.94678	88.69331	47.94989	43.71592	18.15076	80.46956	9.92441	87.33606	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
106- (bTDmL - bTDmL+c[1.0]+p[0.7]+bC[0.4]+cC[0.4]+mp_bTDmL[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_1011 - 3tP) - 20170919_174845	46Sec	0.62596	60.70368	47.84634	82.75005	88.6726	47.84634	43.61238	18.10934	80.26248	9.91613	87.28429	-	0.62596	60.70368	47.84634	82.75005	88.6726	47.84634	43.61238	18.10934	80.26248	9.91613	87.28429	-	-	-	-	-	-	-	-	-	-	-																																																																																																																									
